study,loc,sta,date,source,species,sampType,lat,lon,coords_origOrEst,depth_m,year,samp,delta14C,delta14C_sd,delta14C_se,F14C,F14C_sd,14Cage,14Cage_sd,pMC,pMC_sd,dataSource,Comments,ind,F14C_calc,F14C_calc_sd,C14age_calc,C14age_sd_calc,year_bp,delta14C_calc,decade,w_i,w_i_calc
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1975,Druffel1980_37,148.6175115,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,390,1.14196771218612,,,,48,,1970s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1976,Druffel1980_38,146.7741935,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,391,1.14027298822521,,,,47,,1970s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1977,Druffel1980_39,151.3824885,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,392,1.14499365156411,,,,46,,1970s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1978,Druffel1980_40,155.5299539,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,393,1.14925711236779,,,,45,,1970s,,
Wilson et al. 2016,Gulf of Mexico,"Dry Bar Sha, Apalachicola, FL",6/14/2010,shell,Oyster Shell,unspecified,29.6696,-85.0579,orig,,2010,App1s,27.36,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,"",394,1.0257457282589,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"Piccolene Bar, Apalachicola, FL",6/14/2010,shell,Oyster Shell,unspecified,29.6904,-85.1735,orig,,2010,app2s,40.12,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,"",395,1.03848567870722,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"AB oyster bar, Apalachicola, FL",5/1/2011,shell,oyster shell,composite,29.6466,-84.925,orig,,2011,AB oyster bar oyster shell #1&2,31.89,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,Taken at oyster bar; vials one and two combined,396,1.03039324213376,,,,12,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"AB oyster bar, Apalachicola, FL",5/1/2011,shell,oyster shell,composite,29.6466,-84.925,orig,,2011,AB oyster bar oyster shell #5&6,28.82,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,Taken at oyster bar; vials five and six combined,397,1.02732769517299,,,,12,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"BA 2, Barataria, LA",10/12/2010,shell,Oyster Shell,composite,29.3089,-90.0669,orig,,2010,BA2S,29.82,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,composite of 5,398,1.02820186290646,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"BA 3, Barataria, LA",10/12/2010,shell,Oyster Shell,composite,29.2621,-90.0208,orig,,2010,BA3S,25.4,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,composite of 5,399,1.0237888079706,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"BA 3, Barataria, LA",10/12/2010,shell,Periwinkle Shell,composite,29.2621,-90.0208,orig,,2010,BA3PWS,29.71,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,composite of 5,400,1.02809203574742,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"BJ 2, Bay Jimmy, LA",4/18/2011,shell,littorina shells,composite,29.4543,-89.8986,orig,,2011,BJ 2 littorina shells,33.7,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,Composite of several individuals,401,1.03220061672627,,,,12,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"BJ 2, Bay Jimmy, LA",4/18/2011,shell,Melampus shells,composite,29.4543,-89.8986,orig,,2011,BJ 2 melampus shells,8.78,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,Composite of several individuals,402,1.00731676322059,,,,12,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"BJ 3, Bay Jimmy, LA",4/18/2011,shell,mussel shells,whole,29.4432,-89.9045,orig,,2011,BJ 3 mussel shells #1,17.21,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,Sample was split once on vacuum line; one of two individuals,403,1.01573453549398,,,,12,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"BJ 3, Bay Jimmy, LA",4/18/2011,shell,mussel shells,whole,29.4432,-89.9045,orig,,2011,BJ 3 mussel shells #2,12.8,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,one of two individuals,404,1.01133093220506,,,,12,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"BSL 2, Gulf Port, MS",10/13/2010,shell,Oyster Shell,composite,30.3388,-89.3327,orig,,2010,BSLS,27.94,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,composite of 3,405,1.02632481691564,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"BSL 3, Gulf Port, MS",10/13/2010,shell,mussel shells,composite,30.3554,-89.2869,orig,,2010,BSL3MS,32.02,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,composite of two,406,1.0303984060872,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"BSL 3, Gulf Port, MS",10/13/2010,shell,mussel shells,composite,30.3554,-89.2869,orig,,2010,BSL3MS,17.64,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,composite of two,407,1.01604100111488,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"BSL Beach, Gulf Port, MS",10/13/2010,shell,Periwinkle Shell,composite,30.3554,-89.2869,orig,,2010,BSLPWS,9.03,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,Composite of 2,408,1.00744452984843,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"BSL Beach, Gulf Port, MS",10/13/2010,shell,Periwinkle Shell,composite,30.3554,-89.2869,orig,,2010,BSLPWS,15.66,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,Composite,409,1.01406411225221,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"Gulf Port, MS",10/13/2010,shell,oyster shell,composite,30.3613,-89.1047,orig,,2010,AOFGP,28.6,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,composite,410,1.02698377986986,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"Mobile, AL",7/1/2010,shell,mussel shells,unspecified,30.38,-88.29,orig,,2010,AMMS,39.53,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,A duplicate sample,411,1.03789660576329,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"Mobile, AL",7/1/2010,shell,mussel shells,unspecified,30.2868,-87.5405,orig,,2010,APMMS,39.77,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,A duplicate sample,412,1.03813622865574,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"Mobile, AL",7/1/2010,shell,Periwinkle Shell,unspecified,30.38,-88.29,orig,,2010,APMPS,39.97,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,"",413,1.03833591439944,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"OB 2, Mobile, AL",10/14/2010,shell,Periwinkle Shell,composite,30.275,-87.5745,orig,,2010,OB2PWS,32.68,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,composite of 3,414,1.03105736904143,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"OB 2, Mobile, AL",10/14/2010,shell,Periwinkle Shell,composite,30.275,-87.5745,orig,,2010,OB2PWS,28.19,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,Composite of 3,415,1.02657442409527,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"OB 3, Mobile, AL",10/14/2010,shell,oyster shell,composite,30.2779,-87.5633,orig,,2010,OB3S,37.57,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,composite of 3,416,1.03593968547499,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"OB 4, Mobile, AL",10/14/2010,shell,Crown conch shell,whole,30.2802,-87.558,orig,,2010,OB4CCS,60.28,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,One individual,417,1.05861400167258,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"site 6, Terrabonne, LA",7/28/2010,shell,Oyster Shell,unspecified,29.3092,-90.626,orig,,2010,AOF6,11.79,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,"",418,1.01020019311154,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"TER 4, Terrabonne, LA",7/28/2010,shell,Oyster Shell,unspecified,29.2389,-90.5515,orig,,2010,TER4S,32.75,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,"",419,1.03112725905172,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"TER 6, Terrabonne, LA",7/28/2010,shell,Oyster Shell,unspecified,29.3092,-90.6259,orig,,2010,TER6S,17.35,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,"",420,1.01575145678651,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"Lake Chien site 3, Terrabonne, LA",7/28/2010,shell,Oyster shell,unspecified,29.3595,-90.4209,orig,,2010,AOF3,12.46,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,"",421,1.01086914035295,,,,13,,2010s,,
Wilson et al. 2016,Gulf of Mexico,"site 5, Terrabonne, LA",7/28/2010,shell,Oyster shell,unspecified,29.277,-90.615,orig,,2010,AOF5,15.44,,,,,,,,,https://doi.org/10.7266/N7Z60M2H,"",422,1.01384445793414,,,,13,,2010s,,
Barnett et al. 2020,Gulf of Mexico,DS1,5/15/2011,surface water,"","",29.205,-87.06167,orig,5,2011,OS-92272,39.37,,,,,,,,,https://doi.org/10.7266/N7W37TWR,"",423,1.03786239238346,,,,12,,2010s,,
Barnett et al. 2020,Gulf of Mexico,DS1,5/21/2012,surface water,"","",29.20126,-87.061,orig,5,2012,158400,42.0286411,,,,,,,,,https://doi.org/10.7266/N7W37TWR,"",424,1.04064304867182,,,,11,,2010s,,
Barnett et al. 2020,Gulf of Mexico,DS1,5/21/2012,surface water,"","",29.20126,-87.061,orig,5,2012,158408,47.37487932,,,,,,,,,https://doi.org/10.7266/N7W37TWR,"",425,1.04598217796324,,,,11,,2010s,,
Barnett et al. 2020,Gulf of Mexico,DS2,5/16/2011,surface water,"","",30.167,-86.613,orig,5,2011,OS-92273,39.76,,,,,,,,,https://doi.org/10.7266/N7W37TWR,"",426,1.03825182668792,,,,12,,2010s,,
Barnett et al. 2020,Gulf of Mexico,DS2,5/21/2012,surface water,"","",30.16622,-86.66236,orig,5,2012,158353,40.84337858,,,,,,,,,https://doi.org/10.7266/N7W37TWR,"",427,1.0394593622033,,,,11,,2010s,,
Barnett et al. 2020,Gulf of Mexico,DS2,5/16/2011,surface water,"","",30.167,-86.613,orig,20,2011,OS-92263,47.49,,,,,,,,,https://doi.org/10.7266/N7W37TWR,"",428,1.04597061431228,,,,12,,2010s,,
Barnett et al. 2020,Gulf of Mexico,DS3,5/17/2011,surface water,"","",28.82592,-88.268,orig,5,2011,OS-92265,37.56,,,,,,,,,https://doi.org/10.7266/N7W37TWR,"",429,1.03605501779095,,,,12,,2010s,,
Barnett et al. 2020,Gulf of Mexico,DS3,5/20/2012,surface water,"","",28.8216,-88.26958,orig,5,2012,158349,39.18686388,,,,,,,,,https://doi.org/10.7266/N7W37TWR,"",430,1.03780505018193,,,,11,,2010s,,
Barnett et al. 2020,Gulf of Mexico,DS3,5/20/2012,surface water,"","",28.8216,-88.26958,orig,5,2012,158409,34.51256582,,,,,,,,,https://doi.org/10.7266/N7W37TWR,"",431,1.03313696756721,,,,11,,2010s,,
Barnett et al. 2020,Gulf of Mexico,DS4,5/18/2011,surface water,"","",29.18322,-87.74868,orig,5,2011,OS-92259,45.03,,,,,,,,,https://doi.org/10.7266/N7W37TWR,"",432,1.04351418254567,,,,12,,2010s,,
Barnett et al. 2020,Gulf of Mexico,DS4,5/18/2011,surface water,"","",29.18322,-87.74868,orig,5,2011,OS-92271,43.15,,,,,,,,,https://doi.org/10.7266/N7W37TWR,"",433,1.04163690948825,,,,12,,2010s,,
Barnett et al. 2020,Gulf of Mexico,DS4,5/19/2012,surface water,"","",29.18254,-87.75176,orig,5,2012,158315,37.36144411,,,,,,,,,https://doi.org/10.7266/N7W37TWR,"",434,1.03598205768476,,,,11,,2010s,,
Barnett et al. 2020,Gulf of Mexico,DS4,5/19/2012,surface water,"","",29.18254,-87.75176,orig,5,2012,158319,34.56760887,,,,,,,,,https://doi.org/10.7266/N7W37TWR,"",435,1.0331919374261,,,,11,,2010s,,
Barnett et al. 2020,Gulf of Mexico,GIP 24,10/18/2011,surface water,"","",28.77083,-88.38083,orig,5,2011,OS-96790,46.42,,,,,,,,,https://doi.org/10.7266/N7W37TWR,"",436,1.04490216634875,,,,12,,2010s,,
Barnett et al. 2020,Gulf of Mexico,GIP 24,10/18/2011,surface water,"","",28.77083,-88.38083,orig,25,2011,OS-96791,44.63,,,,,,,,,https://doi.org/10.7266/N7W37TWR,"",437,1.04311476274622,,,,12,,2010s,,
Barnett et al. 2020,Gulf of Mexico,GIP L,10/19/2011,surface water,"","",28.10133,-89.41033,orig,5,2011,OS-96795,41.65,,,,,,,,,https://doi.org/10.7266/N7W37TWR,"",438,1.04013908524032,,,,12,,2010s,,
Lighty et al. 1982,Florida,Tortugas,"",coral,Acropora palmata,unspecified,24.64,-82.89,est,3,1884,Palmer-1884,,,,,,195,50,,,"Lighty et al. 1982, Table 3","",439,0.97602,0.0060562,,,139,,pre-1900,,27264.6283594879
Lighty et al. 1982,Bahamas,Golding Cay,"",coral,Acropora palmata,unspecified,22.33,-75.77,est,3,1912,Mayer-1912,,,,,,205,65,,,"Lighty et al. 1982, Table 3","",440,0.9748,0.0078559,,,111,,1910s,,16203.4728916087
Broecker & Olson 1961,Antilles Current,Antilles Current,11/8/1955,surface water,"",unspecified,25.41666667,-75.21666667,orig,1,1955,L-326E,-42,5,,,,,,,,"Broecker & Olson 1961, p. 187","methods specified in Broecker,Tucek, and Olson (1959)",446,0.950152314876307,,,,68,,1950s,,
Broecker & Olson 1961,Florida Current,Florida Current,6/24/1957,surface water,"",unspecified,25.7,-79.38333333,orig,1,1957,L-416A,-49,7,,,,,,,,"Broecker & Olson 1961, p. 187","methods specified in Broecker,Tucek, and Olson (1959)",448,0.943437871331215,,,,66,,1950s,,
Broecker & Olson 1961,Antilles Current,Antilles Current,11/12/1955,surface water,"",unspecified,20.53333333,-68.5,orig,1,1955,L-326G,-41,10,,,,,,,,"Broecker & Olson 1961, p. 187","methods specified in Broecker,Tucek, and Olson (1959)",449,0.951144123138182,,,,68,,1950s,,
Broecker & Olson 1961,Antilles Current,Antilles Current,11/10/1955,surface water,"",unspecified,19.96666667,-70.88333333,orig,1,1955,L-326F,-48,7,,,,,,,,"Broecker & Olson 1961, p. 187","methods specified in Broecker,Tucek, and Olson (1959)",450,0.944201465305057,,,,68,,1950s,,
Broecker & Olson 1961,Antilles Current,Antilles Current,11/14/1955,surface water,"",unspecified,19.11666667,-67.11666667,orig,1,1955,L-326H,-43,5,,,,,,,,"Broecker & Olson 1961, p. 187","methods specified in Broecker,Tucek, and Olson (1959)",451,0.949160506614432,,,,68,,1950s,,
Broecker & Olson 1961,West Caribbean,West Caribbean,11/6/1958,surface water,"",unspecified,15.85,-75.18333333,orig,1,1958,L-529I,-35,7,,,,,,,,"Broecker & Olson 1961, p. 187","methods specified in Broecker,Tucek, and Olson (1959)",452,0.957442354584287,,,,65,,1950s,,
Broecker & Olson 1961,West Caribbean,West Caribbean,12/20/1955,surface water,"",unspecified,19.06666667,-80.8,orig,1,1955,L-326R,-52,9,,,,,,,,"Broecker & Olson 1961, p. 188","Based on estimated d13C; methods specified in Broecker,Tucek, and Olson (1959)",453,0.940234232257556,,,,68,,1950s,,
Broecker & Olson 1961,West Caribbean,West Caribbean,12/10/1955,surface water,"",unspecified,16.28333333,-79.23333333,orig,1,1955,L-326P,-71,10,,,,,,,,"Broecker & Olson 1961, p. 188","methods specified in Broecker,Tucek, and Olson (1959)",454,0.92138987528193,,,,68,,1950s,,
Broecker & Olson 1961,West Caribbean,West Caribbean,12/16/1955,surface water,"",unspecified,17.65,-79.06666667,orig,1,1955,L-326Q,-49,7,,,,,,,,"Broecker & Olson 1961, p. 188","methods specified in Broecker,Tucek, and Olson (1959)",455,0.943209657043182,,,,68,,1950s,,
Broecker & Olson 1961,East Caribbean,East Caribbean,12/8/1955,surface water,"",unspecified,12.45,-77.41666667,orig,1,1955,L-326O,-43,6,,,,,,,,"Broecker & Olson 1961, p. 188","methods specified in Broecker,Tucek, and Olson (1959)",456,0.949160506614432,,,,68,,1950s,,
Broecker & Olson 1961,East Caribbean,East Caribbean,11/25/1955,surface water,"",unspecified,17.08333333,-71.6,orig,1,1955,L-326L,-49,7,,,,,,,,"Broecker & Olson 1961, p. 188","methods specified in Broecker,Tucek, and Olson (1959)",457,0.943209657043182,,,,68,,1950s,,
Broecker & Olson 1961,East Caribbean,East Caribbean,11/19/1955,surface water,"",unspecified,16.71666667,-70.63333333,orig,1,1955,L-326J,-52,7,,,,,,,,"Broecker & Olson 1961, p. 188","methods specified in Broecker,Tucek, and Olson (1959)",458,0.940234232257556,,,,68,,1950s,,
Broecker & Olson 1961,East Caribbean,East Caribbean,11/17/1955,surface water,"",unspecified,17.18333333,-68.91666667,orig,1,1955,L-326I,-58,6,,,,,,,,"Broecker & Olson 1961, p. 188","methods specified in Broecker,Tucek, and Olson (1959)",459,0.934283382686306,,,,68,,1950s,,
Broecker & Olson 1961,East Caribbean,East Caribbean,11/22/1955,surface water,"",unspecified,17.78333333,-68.36666667,orig,1,1955,L-326K,-48,7,,,,,,,,"Broecker & Olson 1961, p. 188","methods specified in Broecker,Tucek, and Olson (1959)",460,0.944201465305057,,,,68,,1950s,,
Broecker & Olson 1961,"Jamaica, B.W.I.","Jamaica, B.W.I.","",shell,Liiona pica,unspecified,18,-78,orig,,1929,L-576A,-48,5,,,,,,,,"Broecker & Olson 1961, p. 201","date uncertain (""""collected 1929 or 1930"""")",461,0.94123658391683,,,,94,,1920s,,
Broecker & Olson 1961,"Jamaica, B.W.I.","Jamaica, B.W.I.","",shell,Liiona pica,unspecified,18,-78,orig,,1884,L-576F,-43,5,,,,,,,,"Broecker & Olson 1961, p. 201","",462,0.941043676320232,,,,139,,pre-1900,,
Broecker & Olson 1961,Bahama Islands,Bahama Islands,"",shell,Strombus raninus,unspecified,26,-78,orig,,1950,L-576B,-51,5,,,,,,,,"Broecker & Olson 1961, p. 201","",463,0.940656945645596,,,,73,,1950s,,
Broecker & Olson 1961,Bahama Islands,Bahama Islands,"",shell,Strombus raninus,unspecified,26,-78,orig,,1885,L-576G,-55,7,,,,,,,,"Broecker & Olson 1961, p. 201","date uncertain (""""collected during the 1880s"""")",464,0.929356166399056,,,,138,,pre-1900,,
Broecker & Olson 1961,Bahama Islands,Bimini Cay,Jun-58,shell,Codakia orbicularis,unspecified,25.75,-79.25,orig,,1958,L-593C,-25,7,,,,,,,,"Broecker & Olson 1961, p. 201","",465,0.967364037015213,,,,65,,1950s,,
Wagner et al. 2009,Gulf of Mexico,West Flower Gardens,May-90,coral,Montastraea faveolata,core,27.86666667,-93.83333333,orig,20,1954.5,West Flower Gardens_1,-55,3.1,,0.945,0.0031,450,30,,,"Wagner et al. 2009, Table 1","",466,0.94552,0.0035246,,,68.5,-46.6129145309708,1950s,104058.272632674,80497.116965167
Wagner et al. 2009,Gulf of Mexico,West Flower Gardens,May-90,coral,Montastraea faveolata,core,27.86666667,-93.83333333,orig,20,1953.5,West Flower Gardens_2,-52.4,2.8,,0.9476,0.0028,430,25,,,"Wagner et al. 2009, Table 1","",467,0.94788,0.0029454,,,69.5,-44.1176591617238,1950s,127551.020408163,115268.710568101
Wagner et al. 2009,Gulf of Mexico,West Flower Gardens,May-90,coral,Montastraea faveolata,core,27.86666667,-93.83333333,orig,20,1952.5,West Flower Gardens_3,-54,3.1,,0.946,0.0031,445,30,,,"Wagner et al. 2009, Table 1","",468,0.94611,0.0035267,,,70.5,-45.7871847980241,1950s,104058.272632674,80401.2802813644
Wagner et al. 2009,Gulf of Mexico,West Flower Gardens,May-90,coral,Montastraea faveolata,core,27.86666667,-93.83333333,orig,20,1951.5,West Flower Gardens_4,-49.4,2.7,,0.9506,0.0027,405,25,,,"Wagner et al. 2009, Table 1","",469,0.95083,0.0029545,,,71.5,-40.9107539098829,1950s,137174.211248285,114559.737905649
Wagner et al. 2009,Gulf of Mexico,West Flower Gardens,May-90,coral,Montastraea faveolata,core,27.86666667,-93.83333333,orig,20,1950.5,West Flower Gardens_5,-50.5,2.8,,0.9495,0.0028,415,25,,,"Wagner et al. 2009, Table 1","",470,0.94965,0.0029509,,,72.5,-41.9851265930826,1950s,127551.020408163,114839.426558465
Wagner et al. 2009,Gulf of Mexico,West Flower Gardens,May-90,coral,Montastraea faveolata,core,27.86666667,-93.83333333,orig,20,1948.5,West Flower Gardens_6,-60.1,2.8,,0.9399,0.0028,500,25,,,"Wagner et al. 2009, Table 1","",471,0.93965,0.0029198,,,74.5,-51.8438547221789,1940s,127551.020408163,117298.860055427
Wagner et al. 2009,Gulf of Mexico,West Flower Gardens,May-90,coral,Montastraea faveolata,core,27.86666667,-93.83333333,orig,20,1947.5,West Flower Gardens_7,-52.8,3.1,,0.9472,0.0031,440,30,,,"Wagner et al. 2009, Table 1","",472,0.9467,0.0035289,,,75.5,-44.6144756895826,1940s,104058.272632674,80301.0633978333
Wagner et al. 2009,Gulf of Mexico,West Flower Gardens,May-90,coral,Montastraea faveolata,core,27.86666667,-93.83333333,orig,20,1946.5,West Flower Gardens_8,-52.5,3.6,,0.9475,0.0036,435,35,,,"Wagner et al. 2009, Table 1","",473,0.94729,0.0041184,,,76.5,-43.9034175321708,1940s,77160.4938271605,58958.0280722472
Wagner et al. 2009,Gulf of Mexico,West Flower Gardens,May-90,coral,Montastraea faveolata,core,27.86666667,-93.83333333,orig,20,1945.5,West Flower Gardens_9,-52,3.2,,0.948,0.0032,435,30,,,"Wagner et al. 2009, Table 1","",474,0.94729,0.0035311,,,77.5,-43.7877583558202,1940s,97656.25,80201.0337719167
Wagner et al. 2009,Gulf of Mexico,"Santiaguillo Reef, Veracruz, Mexico",unpecified 1991,coral,Montastraea faveolata,core,19.13333333,-95.8,orig,6,1954.5,Santiaguillo Reef_1,-57.2,3.2,,0.9428,0.0032,470,30,,,"Wagner et al. 2009, Table 1","",475,0.94317,0.0035158,,,68.5,-48.9824674234027,1950s,97656.25,80900.5876719005
Wagner et al. 2009,Gulf of Mexico,"Santiaguillo Reef, Veracruz, Mexico",unpecified 1991,coral,Montastraea faveolata,core,19.13333333,-95.8,orig,6,1953.5,Santiaguillo Reef_2,-50.5,3.3,,0.9495,0.0033,415,30,,,"Wagner et al. 2009, Table 1","",476,0.94965,0.0035399,,,69.5,-42.3327161907953,1950s,91827.3645546373,79802.7785413818
Wagner et al. 2009,Gulf of Mexico,"Santiaguillo Reef, Veracruz, Mexico",unpecified 1991,coral,Montastraea faveolata,core,19.13333333,-95.8,orig,6,1952.5,Santiaguillo Reef_3,-46.9,3.6,,0.9531,0.0036,385,35,,,"Wagner et al. 2009, Table 1","",477,0.9532,0.0041441,,,70.5,-38.6364635713359,1950s,77160.4938271605,58229.0288046492
Wagner et al. 2009,Gulf of Mexico,"Santiaguillo Reef, Veracruz, Mexico",unpecified 1991,coral,Montastraea faveolata,core,19.13333333,-95.8,orig,6,1951.5,Santiaguillo Reef_4,-54.2,3.6,,0.9458,0.0036,445,35,,,"Wagner et al. 2009, Table 1","",478,0.94611,0.0041133,,,71.5,-45.6717535013401,1950s,77160.4938271605,59104.3205140678
Wagner et al. 2009,Gulf of Mexico,"Santiaguillo Reef, Veracruz, Mexico",unpecified 1991,coral,Montastraea faveolata,core,19.13333333,-95.8,orig,6,1950.5,Santiaguillo Reef_5,-44.6,3.3,,0.9554,0.0033,365,30,,,"Wagner et al. 2009, Table 1","",479,0.95558,0.003562,,,72.5,-36.002892928782,1950s,91827.3645546373,78815.5970391818
Wagner et al. 2009,Gulf of Mexico,"Santiaguillo Reef, Veracruz, Mexico",unpecified 1991,coral,Montastraea faveolata,core,19.13333333,-95.8,orig,6,1949.5,Santiaguillo Reef_6,-53.1,3.2,,0.9469,0.0032,440,30,,,"Wagner et al. 2009, Table 1","",480,0.9467,0.0035289,,,73.5,-44.8455800726622,1940s,97656.25,80301.0633978333
Wagner et al. 2009,Gulf of Mexico,"Santiaguillo Reef, Veracruz, Mexico",unpecified 1991,coral,Montastraea faveolata,core,19.13333333,-95.8,orig,6,1948.5,Santiaguillo Reef_7,-50,3.3,,0.95,0.0033,415,30,,,"Wagner et al. 2009, Table 1","",481,0.94965,0.0035399,,,74.5,-41.7533301089951,1940s,91827.3645546373,79802.7785413818
Wagner et al. 2009,Gulf of Mexico,"Santiaguillo Reef, Veracruz, Mexico",unpecified 1991,coral,Montastraea faveolata,core,19.13333333,-95.8,orig,6,1947.5,Santiaguillo Reef_8,-51.4,3.5,,0.9486,0.0035,425,30,,,"Wagner et al. 2009, Table 1","",482,0.94847,0.0035355,,,75.5,-42.8282367775412,1940s,81632.6530612245,80001.5344294304
Wagner et al. 2009,Gulf of Mexico,"Santiaguillo Reef, Veracruz, Mexico",unpecified 1991,coral,Montastraea faveolata,core,19.13333333,-95.8,orig,6,1946.5,Santiaguillo Reef_9,-56.8,3.2,,0.9432,0.0032,475,30,,,"Wagner et al. 2009, Table 1","",483,0.94258,0.0035136,,,76.5,-48.6572045492653,1940s,97656.25,81001.9293233931
Wagner et al. 2009,Gulf of Mexico,"Santiaguillo Reef, Veracruz, Mexico",unpecified 1991,coral,Montastraea faveolata,core,19.13333333,-95.8,orig,6,1945.5,Santiaguillo Reef_10,-52.7,3.2,,0.9473,0.0032,440,30,,,"Wagner et al. 2009, Table 1","",484,0.9467,0.0035289,,,77.5,-44.3833153896429,1940s,97656.25,80301.0633978333
Wagner et al. 2009,Gulf of Mexico,"Santiaguillo Reef, Veracruz, Mexico",unpecified 1991,coral,Montastraea faveolata,core,19.13333333,-95.8,orig,6,1895.5,Santiaguillo Reef_11,-43.9,3.4,,0.9561,0.0034,415,30,,,"Wagner et al. 2009, Table 1","",485,0.94965,0.0035399,,,127.5,-35.5902454667775,pre-1900,86505.1903114187,79802.7785413818
Wagner et al. 2009,Gulf of Mexico,"Santiaguillo Reef, Veracruz, Mexico",unpecified 1991,coral,Montastraea faveolata,core,19.13333333,-95.8,orig,6,1890.5,Santiaguillo Reef_12,-46.4,3.3,,0.9536,0.0033,440,30,,,"Wagner et al. 2009, Table 1","",486,0.9467,0.0035289,,,132.5,-38.0044425036044,pre-1900,91827.3645546373,80301.0633978333
Wagner et al. 2009,Gulf of Mexico,"Santiaguillo Reef, Veracruz, Mexico",unpecified 1991,coral,Montastraea faveolata,core,19.13333333,-95.8,orig,6,1885.5,Santiaguillo Reef_13,-52.4,3.3,,0.9476,0.0033,495,30,,,"Wagner et al. 2009, Table 1","",487,0.94024,0.0035049,,,137.5,-43.9907816029159,pre-1900,91827.3645546373,81404.5607382184
