year,estimate,esterror,q2_5,q97_5
1892.5,0.93777454161726,0.0231722212965032,0.8920194919436,0.982923599911559
1893,0.938169876530331,0.0236522884450498,0.892336716060715,0.983956356813908
1893.5,0.937121745095537,0.0233300080430553,0.890766116481416,0.982853887185039
1894,0.936297936040702,0.0232990784835975,0.889977483577741,0.980776740552931
1894.5,0.935413845555743,0.0234588496524258,0.88938041869669,0.981828359623
1895,0.935716884310876,0.0233748946462286,0.890246676309121,0.98231710015426
1895.5,0.934193118591759,0.0235884674628891,0.888325524193723,0.98090001357395
1896,0.933160853147558,0.0230428669462731,0.886918889938851,0.977791081819866
1896.5,0.932477280917488,0.023669121633314,0.886089614045973,0.978196630572348
1897,0.931915086547452,0.0233094007673416,0.887806255843652,0.977878909570358
1897.5,0.932066448392184,0.0231229250001729,0.887629386109986,0.977482409337803
1898,0.930935795397122,0.0237518621881347,0.884153701447317,0.977138141325459
1898.5,0.930445498246999,0.0232075484132408,0.885236667066692,0.975028906981884
1899,0.93115483064315,0.0231567617130858,0.886221011564436,0.97678702569452
1899.5,0.930578411347604,0.023130998132389,0.88498358255207,0.975317283760339
1900,0.930103120945428,0.0232952592229748,0.885014791225752,0.97554855561295
1900.5,0.930079540272479,0.0234048102817619,0.883626838073134,0.976510137837312
1901,0.931138845999222,0.0229458067958435,0.884391299251906,0.977143719779983
1901.5,0.931064980120837,0.0229977517048357,0.885793259643395,0.97501643792841
1902,0.931630192667047,0.0236909380118516,0.884736588227935,0.977340991220898
1902.5,0.931949716747365,0.0230896842819382,0.886897384800553,0.97747791856921
1903,0.933291179136622,0.0231951454111976,0.888172711778001,0.978373238150541
1903.5,0.93361558405562,0.0237302342720706,0.887497179986547,0.980090221249828
1904,0.934492489405483,0.0232440429005245,0.887965878901888,0.97974957827027
1904.5,0.934998732590848,0.0233326223979032,0.888976407780015,0.981585835367041
1905,0.93565005078044,0.0236804118059766,0.888940599840633,0.982420263395685
1905.5,0.937087746325737,0.0232312584878061,0.891288213974706,0.982019466482073
1906,0.937901972746512,0.0237189890844072,0.89004826550451,0.984369467990663
